ID,PATHWAYS,SECONDARY-METABOLISM,REACTANTS,PRODUCTS,REACTION-DIRECTION
RXN-16149,PWY-6433,False,"CPD-17396, OXYGEN-MOLECULE, FERROCYTOCHROME-B5, PROTON","CPD-17397, WATER, FERRICYTOCHROME-B5",LEFT-TO-RIGHT
RXN66-281,PWY-6095,False,"CPD-465, NADH-P-OR-NOP, PROTON","SQUALENE, NAD-P-OR-NOP, PPI",LEFT-TO-RIGHT
RXN-7568,PWY-5863,False,"CPD-18334, PHYTYL-PYROPHOSPHATE, PROTON","CPD-6947, PPI, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN-16041,PWY-6958,False,"CPD-14392, Glycerolipids","CPD-17278, CO-A",RIGHT-TO-LEFT
MANNPGUANYLTRANGDP-RXN,UNK,False,"GDP, MANNOSE-1P, PROTON, PROTON, MANNOSE-1P, GDP","Pi, GDP-MANNOSE, GDP-MANNOSE, Pi",
HYOSCYAMINE-6-DIOXYGENASE-RXN,PWY-5317,True,"OXYGEN-MOLECULE, 2-KETOGLUTARATE, L-HYOSCYAMINE","CARBON-DIOXIDE, SUC, CPD-2202",LEFT-TO-RIGHT
PERILLYL-ALCOHOL-DEHYDROGENASE-RXN,UNK,False,"Perillyl-Alcohols, NAD","CPD-1084, NADH, PROTON",LEFT-TO-RIGHT
RXN-7891,UNK,False,"OXYGEN-MOLECULE, CPD-7196, OXYGEN-MOLECULE","CPD-7203, CPD-7203, CPD-7197",LEFT-TO-RIGHT
RXN-9081,PWY-5793,True,"CPD-12575, 5734-TETRAHYDROXYFLAVONE","ISOORIENTIN, UDP, PROTON",LEFT-TO-RIGHT
TRANS-RXN-228,PWY-7060,False,L-CITRULLINE,L-CITRULLINE,LEFT-TO-RIGHT
RXN-8992,UNK,False,"FARNESYL-PP, DELTA3-ISOPENTENYL-PP","OCTAPRENYL-DIPHOSPHATE, PPI",
RXN-16818,PWY-7683,False,"Ferrihemoglobins, HYDROXYLAMINE","Ferrohemoglobins, NITRIC-OXIDE, PROTON",RIGHT-TO-LEFT
ACONITATEDEHYDR-RXN,PWY-6549,False,CIT,"CIS-ACONITATE, WATER",LEFT-TO-RIGHT
RXN-10942,UNK,False,"WATER, MI-HEXAKISPHOSPHATE, MI-HEXAKISPHOSPHATE, WATER","Pi, CPD-6741, CPD-6741, Pi",LEFT-TO-RIGHT
RXNQT-4316,UNK,False,"PROTON, CPDQT-405, NADPH, OXYGEN-MOLECULE, CYS","CPDQT-408, NADP, WATER",LEFT-TO-RIGHT
RXN-13525,PWY-5748,False,"CPD-9424, OXYGEN-MOLECULE, Donor-H2","CPD-14512, WATER, Acceptor",LEFT-TO-RIGHT
RXN-18448,PWY-7857,True,"ATP, CPD-7076, CO-A","PPI, AMP, 2-METHYL-BUTYRYL-COA",LEFT-TO-RIGHT
RXN-12127,UNK,False,"CPD-12575, CHOLESTEROL","UDP, CPD-556, PROTON",LEFT-TO-RIGHT
RXN-8154,PWY-5271,False,"CPD-7726, Acceptor","CPD-7725, Donor-H2",RIGHT-TO-LEFT
RXN-11209,PWY-6430,False,"DIHYDRO-THYMINE, NADP","THYMINE, NADPH, PROTON",RIGHT-TO-LEFT
RXN-15461,UNK,False,CPD-16701,CPD-9410,LEFT-TO-RIGHT
RXN-19948,PWY-6888,True,"CPD-13571, Acceptor","CPD-21541, Donor-H2",LEFT-TO-RIGHT
RXN-6642,PWY-6842,False,"CPD-6262, WATER","S-Substituted-L-Cysteines, GLY",LEFT-TO-RIGHT
RXN-15650,PWY-7270,False,"GLN, CPD-479","2-KETO-GLUTARAMATE, MET",LEFT-TO-RIGHT
RXN-8504,PWY-5409,True,13-HYDROPEROXYOCTADECA-911-DIENOATE,"CPD-8690, WATER",LEFT-TO-RIGHT
1.1.3.35-RXN,PWY-5270,False,"R-RETICULINE, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","SALUTARIDINE, WATER, Ox-NADPH-Hemoprotein-Reductases",LEFT-TO-RIGHT
2.4.1.123-RXN,PWY-6525,False,"CPD-14553, MYO-INOSITOL","PROTON, CPD-458, UDP",LEFT-TO-RIGHT
RXN-13003,UNK,False,"CPDQT-256, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-14039, Ox-NADPH-Hemoprotein-Reductases, WATER, PROTON",LEFT-TO-RIGHT
PYRAMKIN-RXN,PWY-7204,False,"ATP, PYRIDOXAMINE","PROTON, ADP, PYRIDOXAMINE-5P",LEFT-TO-RIGHT
RXN-10874,UNK,False,"PAPS, CPD-11827, PAPS","3-5-ADP, PROTON, PROTON, CPD-11828, 3-5-ADP",LEFT-TO-RIGHT
RXN-15522,PWY-7495,True,"CPD-520, NADPH, OXYGEN-MOLECULE, PROTON","334578-HEXAHYDROXYFLAVONE, NADP, WATER",LEFT-TO-RIGHT
RXN-16404,PWY-6733,False,"CPD-17370, NADPH, PROTON","CPD-17644, CO-A, NADP",LEFT-TO-RIGHT
RXN-17698,PWY-641,True,"CPD-10414, CPD-12575","2R-3R-Flavan-3-O-glucosides, UDP, PROTON",LEFT-TO-RIGHT
RXN-9558,PWY-5973,False,"Cis-vaccenoyl-ACPs, NAD","cis-vaccen-2-enoyl-ACPs, NADH, PROTON",RIGHT-TO-LEFT
3.2.1.24-RXN,UNK,False,"WATER, Alpha-D-Mannosides, Alpha-D-Mannosides, WATER","Non-Glycosylated-sugar-Acceptors, CPD-13559, CPD-13559, Non-Glycosylated-sugar-Acceptors",LEFT-TO-RIGHT
RXN-12220,PWY-862,False,"Levan, WATER","Fructofuranose, SUCROSE",LEFT-TO-RIGHT
2.3.1.103-RXN,PWY-3301,True,1-O-SINAPOYL-BETA-D-GLUCOSE,"12-BIS-O-SINAPOYL-BETA-D-GLUCOSIDE, Glucopyranose",LEFT-TO-RIGHT
RXNQT-4349,PWYQT-4450,True,"CPDQT-41, Amino-Acids-20","CPDQT-277, 2-Oxo-carboxylates",LEFT-TO-RIGHT
RXN-11249,UNK,False,CPD-12202,CPD-12204,
RXN-12332,UNK,False,"CPD-6082, NAD, WATER","PROTON, B-ALANINE, NADH",
RXN-8682,UNK,False,CPD-8905,CPD-8906,
RXNQT-4354,UNK,False,CPDQT-428,CPDQT-423,LEFT-TO-RIGHT
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN,PWYQT-4466,False,ALPHA-GLC-6-P,GLC-6-P,LEFT-TO-RIGHT
GDPREDUCT-RXN,PWY-7226,False,"WATER, Ox-Thioredoxin, DGDP, DGDP, Ox-Thioredoxin, WATER","Red-Thioredoxin, GDP, GDP, Red-Thioredoxin",RIGHT-TO-LEFT
RXN-13810,PWY-7138,False,"S-ADENOSYLMETHIONINE, CPD-14831","CPD-14832, ADENOSYL-HOMO-CYS, PROTON",LEFT-TO-RIGHT
RXN-11397,PWY-6502,False,"CPD-12366, WATER","PROTON, CPD-12367, PPI",LEFT-TO-RIGHT
RXN-3185,PWY-1962,False,"2-OXINDOLE-3-ACETYL-ASP, WATER","2-OXINDOLE-3-ACETIC-ACID, L-ASPARTATE",LEFT-TO-RIGHT
TETRAHYDROBERBERINE-OXIDASE-RXN,PWY-3901,False,"PROTON, OXYGEN-MOLECULE, S-TETRAHYDROBERBERINE","HYDROGEN-PEROXIDE, BERBERINE",LEFT-TO-RIGHT
RXN-14522,UNK,False,"WATER, CPD-15392, WATER","DEOXYCYTIDINE, Pi, Pi, DEOXYCYTIDINE",LEFT-TO-RIGHT
RXN-9089,UNK,False,CPD-9593,"CPD-9594, HYDROGEN-MOLECULE",
RXN-20001,PWY-5292,True,"CPD-21576, Donor-H2","CPD-13001, Acceptor",LEFT-TO-RIGHT
RXN-8277,PWY-5338,False,"CPD-8046, CPD-458","CPD-8047, MYO-INOSITOL",LEFT-TO-RIGHT
FRUCTOKINASE-RXN,PWY-621,False,"BETA-D-FRUCTOSE, ATP","PROTON, FRUCTOSE-6P, ADP",LEFT-TO-RIGHT
RXN-13875,PWY-7151,True,"CPD-12575, CPD-14856, CPD-12575","PROTON, UDP, CPD-14887, UDP, PROTON",LEFT-TO-RIGHT
RXN-8289,PWY-5320,True,"CPD-12575, CPD1F-453","PROTON, CPD-8067, UDP",LEFT-TO-RIGHT
RXN-7242,PWY-4702,False,"CPD-6741, WATER","CPD-6742, Pi",LEFT-TO-RIGHT
3.1.3.67-RXN,UNK,False,"WATER, PHOSPHATIDYLINOSITOL-345-TRIPHOSPHATE, PHOSPHATIDYLINOSITOL-345-TRIPHOSPHATE, WATER","Pi, PHOSPHATIDYL-MYO-INOSITOL-45-BISPHOSPHA, PHOSPHATIDYL-MYO-INOSITOL-45-BISPHOSPHA, Pi",LEFT-TO-RIGHT
2.1.1.140-RXN,PWY-3581,True,"S-ADENOSYLMETHIONINE, S-COCLAURINE","PROTON, S-N-METHYLCOCLAURINE, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
1.14.21.2-RXN,PWY-5287,False,"S-SCOULERINE, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","S-CHEILANTHIFOLINE, WATER, Ox-NADPH-Hemoprotein-Reductases",LEFT-TO-RIGHT
RXN-9027,PWY-5769,False,"PHOSPHO-ENOL-PYRUVATE, PHOSPHO-ENOL-PYRUVATE","ERYTHROSE-4P, ERYTHROSE-4P",LEFT-TO-RIGHT
RXN-7644,PWY-4101,False,"SORBITOL, NAD","CPD-15382, NADH, PROTON",LEFT-TO-RIGHT
RXN-13956,UNK,False,"S-ADENOSYLMETHIONINE, 5prime-hydroxy-3priime-methoxyflavonoids","ADENOSYL-HOMO-CYS, 35-di-O-methylflavonoids",LEFT-TO-RIGHT
RXN-10783,UNK,False,"WATER, CPD-11682, WATER","GLC, CPD-8097, CPD-8097, GLC",
RXN-4221,PWY-2541,False,CPD-4127,CPD-4142,LEFT-TO-RIGHT
RXN-8251,PWY-5317,True,CPD-7995,UNKNOWN,LEFT-TO-RIGHT
RXN-17349,PWY-7749,False,"CPD-8958, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-18756, METOH, WATER, Ox-NADPH-Hemoprotein-Reductases",LEFT-TO-RIGHT
LOGANATE-O-METHYLTRANSFERASE-RXN,PWY-5290,True,"S-ADENOSYLMETHIONINE, LOGANATE","ADENOSYL-HOMO-CYS, LOGANIN",LEFT-TO-RIGHT
RXN-7842,UNK,False,"CPD-7137, CAFFEOYL-COA","CPD-7150, CPD-7150, CO-A",
RXN-20459,UNK,False,S-ADENOSYLMETHIONINE,CPD0-2554,LEFT-TO-RIGHT
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN,PWY0-1319,False,"ACYL-SN-GLYCEROL-3P, ACYL-ACP","L-PHOSPHATIDATE, ACP",LEFT-TO-RIGHT
RXN-18962,UNK,False,"CPD-20422, OXYGEN-MOLECULE, Donor-H2","CPD-20423, WATER, Acceptor",LEFT-TO-RIGHT
RXN-9805,PWY-321,False,"CPD-10514, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","910-EPOXY-18-HYDROXYSTEARATE, WATER, Ox-NADPH-Hemoprotein-Reductases",LEFT-TO-RIGHT
RXN-35,PWY-2463,True,"PROTON, L-CANALINE, NADPH","HOMO-SER, AMMONIUM, NADP",LEFT-TO-RIGHT
RXN-4243,PWY-2541,False,"CPD-4143, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-4162, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-4801,PWY-2921,True,"CPD-4664, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-4663, WATER, Ox-NADPH-Hemoprotein-Reductases",LEFT-TO-RIGHT
RXN-13373,UNK,False,FARNESYL-PP,"CPD-14342, PPI",LEFT-TO-RIGHT
RXN-14142,UNK,False,"WATER, DGMP, DGMP, WATER","Pi, DEOXYGUANOSINE, DEOXYGUANOSINE, Pi",LEFT-TO-RIGHT
RXN-4229,PWY-2582,False,"CPD-3946, NADP","PROTON, CPD-3945, NADPH",RIGHT-TO-LEFT
RXN-13285,PWY-6105,False,"S-ADENOSYLMETHIONINE, CPD-14263","CPD-14264, ADENOSYL-HOMO-CYS, PROTON",LEFT-TO-RIGHT
RXN-11412,PWY-2821,True,"CPD-13031, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-12383, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-12872,PWY-6960,False,CPD-13914,CPD-13910,LEFT-TO-RIGHT
RXN-9176,PWY-5827,False,CPD-9525,CPD-9749,LEFT-TO-RIGHT
3.1.3.46-RXN,PWY66-423,False,"CPD-535, WATER, WATER, CPD-535","FRUCTOSE-6P, Pi, Pi, FRUCTOSE-6P",LEFT-TO-RIGHT
RXN-12676,PWY-6926,True,"CPD-9445, WATER, CO-A","CPD-14450, PPI",LEFT-TO-RIGHT
RXN-11246,PWY-6435,False,"CPD-201, ACETYL-COA","CPD-10600, CO-A",RIGHT-TO-LEFT
RXN-3121,UNK,False,CPD-1102,INDOLE-3-ACETYL-BETA-4-D-GLUCOSE,LEFT-TO-RIGHT
RXN-7798,PWY-5129,False,"C18-Phytoceramides, OXYGEN-MOLECULE, FERROCYTOCHROME-B5, PROTON","4-Hydroxysphing-8E-enine-ceramides, FERRICYTOCHROME-B5, WATER",LEFT-TO-RIGHT
RXN-5121,PWY-5423,False,GERANYL-PP,"CPD-4902, PPI",LEFT-TO-RIGHT
RXN-18753,PWY-6602,True,CPD-15088,CPD-20015,LEFT-TO-RIGHT
RXN-9549,PWY-5971,False,"Palmitoyl-ACPs, WATER","PALMITATE, ACP, PROTON",LEFT-TO-RIGHT
DSERDEAM-RXN,UNK,False,D-SERINE,"PYRUVATE, AMMONIUM",LEFT-TO-RIGHT
RXN-1725,PWY-762,False,"CPD-2183, OXYGEN-MOLECULE, Reduced-ferredoxins, PROTON","CPD-2184, WATER, Oxidized-ferredoxins",LEFT-TO-RIGHT
RXN-7441,PWY-4961,True,"2-PYRAZOLINE, Acceptor","Donor-H2, PYRAZOLE",LEFT-TO-RIGHT
RXN-20040,PWY-8024,False,"CPD-21650, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-21649, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-19584,UNK,False,CPD-21169,"2-AMINOACRYLATE, CPD-21178",LEFT-TO-RIGHT
RXN-4961,PWY-6098,False,"SQUALENE, WATER",HOPAN-22-OL,LEFT-TO-RIGHT
RXN-14993,UNK,False,NARINGENIN-CMPD,CPD-14042,
RXN-19689,PWY-5774,False,"CPD-12575, CPD-7610","CPD-9489, UDP, PROTON",LEFT-TO-RIGHT
1.5.1.32-RXN,PWY-5301,True,"NADP, 12-DIHYDROVOMILENINE","PROTON, NADPH, VOMILENINE",RIGHT-TO-LEFT
CYCLOHEXADIENYL-DEHYDROGENASE-RXN,PWY-6120,False,"NAD, CPD-659","TYR, CARBON-DIOXIDE, NADH",LEFT-TO-RIGHT
RIBOFLAVINSYNDEAM-RXN,RIBOSYN2-PWY,False,"PROTON, WATER, DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR","CPD-602, AMMONIUM",LEFT-TO-RIGHT
RXN-9803,PWY-321,False,"CPD-10512, NADP, WATER","PROTON, CPD-10511, NADPH",LEFT-TO-RIGHT
NICONUCADENYLYLTRAN-RXN,PYRIDNUCSYN-PWY,False,"PROTON, ATP, NICOTINATE_NUCLEOTIDE","PPI, DEAMIDO-NAD",LEFT-TO-RIGHT
4-HYDROXYGLUTAMATE-AMINOTRANSFERASE-RXN,UNK,False,"2-KETOGLUTARATE, 2-KETOGLUTARATE, L-ERYTHRO-4-HYDROXY-GLUTAMATE","CPD-15015, GLT, GLT, CPD-15015",LEFT-TO-RIGHT
RXN-10483,PWY-6244,True,CPD-11293,"PPI, CPD-11287",LEFT-TO-RIGHT
RXN-18164,UNK,False,"CPDQT-343, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases, GLUTATHIONE","CPD-12396, WATER, Ox-NADPH-Hemoprotein-Reductases",LEFT-TO-RIGHT
RXN-9171,PWY-5826,False,"CPD-9735, ACETYL-COA, WATER","PROTON, CPD-9736, CO-A",LEFT-TO-RIGHT
RXN-1823,PWY-842,False,"Starch, WATER",Large-branched-glucans,LEFT-TO-RIGHT
RXN-13808,PWY-7138,False,"CPD-14829, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-14830, WATER, Ox-NADPH-Hemoprotein-Reductases",LEFT-TO-RIGHT
METHYLVALERATE-RXN,ILEUDEG-PWY,False,"2-KETO-3-METHYL-VALERATE, BCAA-dehydrogenase-lipoyl, PROTON","BCAA-dehydrogenase-2MB-DH-lipoyl, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN-7580,PWY-5034,True,"ENT-KAUR-16-EN-19-AL, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD1F-132, Ox-NADPH-Hemoprotein-Reductases, WATER, PROTON",LEFT-TO-RIGHT
RXN-19717,PWY4FS-17,True,"CPD4FS-7, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-692, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-9660,PWY-5971,False,"Decanoyl-ACPs, NAD","Trans-D2-decenoyl-ACPs, NADH, PROTON",RIGHT-TO-LEFT
RXN-18746,PWY-2467,True,"CPD-20040, OXYGEN-MOLECULE, NADPH, PROTON","CPD-20039, WATER, NADP",LEFT-TO-RIGHT
3.6.3.6-RXN,UNK,False,"PROTON, ATP, WATER","PROTON, ADP, Pi",LEFT-TO-RIGHT
RXN4FS-23,UNK,False,"CPD4FS-8, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-7731, Ox-NADPH-Hemoprotein-Reductases, WATER, PROTON",LEFT-TO-RIGHT
RXN-9004,PWY-5756,False,"CPD-14553, CPD-9462","PROTON, CPD-9464, UDP",LEFT-TO-RIGHT
RXN-16049,PWY-7590,False,"CPD-17293, OXYGEN-MOLECULE, Reduced-ferredoxins, PROTON","CPD-17292, WATER, Oxidized-ferredoxins",LEFT-TO-RIGHT
RXN-20583,PWY18C3-3,False,"CPD-22265, NADP","CPD-22266, NADPH, PROTON",RIGHT-TO-LEFT
RXN-10704,PWY-735,False,CPD-11523,"CPD-11522, WATER",RIGHT-TO-LEFT
DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN,PWY-3742,False,"DIHYDRONEOPTERIN-P, WATER","DIHYDRO-NEO-PTERIN, Pi",LEFT-TO-RIGHT
RXN-14003,UNK,False,"WATER, IDP, IDP, WATER","PROTON, Pi, IMP, IMP, Pi, PROTON",
RXN4FS-8,PWY4FS-11,False,"CPD-7078, Pi","PROTON, CPD4FS-5, GDP",LEFT-TO-RIGHT
RXN-12893,UNK,False,"CPD-69, HCO3, PROTON","AMMONIUM, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN-15524,UNK,False,"5734-TETRAHYDROXYFLAVONE, NADPH, OXYGEN-MOLECULE, PROTON","CPD-16763, NADP, WATER",LEFT-TO-RIGHT
SPERMIDINESYN-RXN,BSUBPOLYAMSYN-PWY,False,"PUTRESCINE, S-ADENOSYLMETHIONINAMINE","PROTON, SPERMIDINE, 5-METHYLTHIOADENOSINE",LEFT-TO-RIGHT
RXN-12762,PWY-6935,False,CPD-13770,"CPD-12005, ACRYLATE, PROTON",LEFT-TO-RIGHT
2.3.1.98-RXN,PWY-6673,False,"D-GLUCARATE, CAFFEOYLQUINATE","2-O-CAFFEOYLGLUCARATE, QUINATE",LEFT-TO-RIGHT
RXN-9040,PWY-5769,False,"3-DEHYDRO-SHIKIMATE, 3-DEHYDRO-SHIKIMATE","CPD-183, CPD-183",LEFT-TO-RIGHT
CDPREDUCT-RXN,PWY0-166,False,"DCDP, Ox-Thioredoxin, WATER","CDP, Red-Thioredoxin",RIGHT-TO-LEFT
RXN-16780,PWY-7678,False,"CPD-16535, CPD-12575","CPD-18094, UDP",LEFT-TO-RIGHT
RXN1F-444,UNK,False,"CPD-12575, CPD1F-420","PROTON, CPD1F-431, UDP",LEFT-TO-RIGHT
ORNITHINE-GLU-AMINOTRANSFORASE-RXN,PWY4LZ-81,False,"L-ORNITHINE, 2-KETOGLUTARATE","GLT, L-GLUTAMATE_GAMMA-SEMIALDEHYDE",LEFT-TO-RIGHT
RXN-9438,PWY-5926,False,"PROTON, CPD-10077, MALONATE","CPD-10081, WATER",LEFT-TO-RIGHT
RXN-19583,UNK,False,"CPD-21169, WATER","CPD-21178, PYRUVATE, AMMONIUM",LEFT-TO-RIGHT
RXN-15237,PWY-5290,True,"CPD-16440, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-9980, WATER, Ox-NADPH-Hemoprotein-Reductases, PROTON",LEFT-TO-RIGHT
RXN-10688,PWY-6295,True,"HEXANOYL-COA, MALONYL-COA, WATER","CPD-11507, CO-A, CARBON-DIOXIDE, OH",LEFT-TO-RIGHT
FGAMSYN-RXN,PWY-6121,False,"ATP, 5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE, GLN, WATER","Pi, ADP, GLT, PROTON, PROTON, GLT, ADP, Pi, 5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE",LEFT-TO-RIGHT
CDPKIN-RXN,PWY-7205,False,"CDP, ATP","CTP, ADP",LEFT-TO-RIGHT
RXN-13981,PWY-7171,True,"P-COUMAROYL-COA, CPD-14980, P-COUMAROYL-COA","CO-A, CPD-14987, CO-A",LEFT-TO-RIGHT
RXN-12025,PWY-6684,False,CPD-13006,"Elemental-Sulfur, PHENYLACETONITRILE, SULFATE",LEFT-TO-RIGHT
RXN18C3-30,PWY18C3-9,True,"CPD-19018, ISOVALERYL-COA","CPD-21955, CO-A",LEFT-TO-RIGHT
3.5.2.17-RXN,PWY-5691,False,"5-HYDROXYISOURATE, WATER","PROTON, CPD-5821",LEFT-TO-RIGHT
RXN-20433,PWY18C3-1,False,"CPD-4181, FERROCYTOCHROME-B5, OXYGEN-MOLECULE, PROTON","CPD-22131, FERRICYTOCHROME-B5, WATER",LEFT-TO-RIGHT
GLUCOKIN-RXN,UDPNACETYLGALSYN-PWY,False,"Glucopyranose, ATP","D-glucopyranose-6-phosphate, ADP, PROTON",LEFT-TO-RIGHT
RXN-9179,PWY-5827,False,"CPD-9749, CPD-4889, Acceptor","CPD-9741, Donor-H2",LEFT-TO-RIGHT
RXN-774,PWY-5098,False,"CPD-712, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-715, WATER, Ox-NADPH-Hemoprotein-Reductases",LEFT-TO-RIGHT
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN,PWY-2301,False,"1-L-MYO-INOSITOL-1-P, WATER","MYO-INOSITOL, Pi",LEFT-TO-RIGHT
RXN0-5408,PWY-4702,False,"WATER, D-MYO-INOSITOL-1-MONOPHOSPHATE","MYO-INOSITOL, Pi",LEFT-TO-RIGHT
RXN-16399,PWY-6733,False,"STEARIC_ACID, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-17640, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-7570,PWY-6109,False,EPOXYSQUALENE,CPD-6948,LEFT-TO-RIGHT
PHOSPHATIDYLCHOLINE-12-MONOOXYGENASE-RXN,PWY-6429,False,"1-ACYL-2-OLEOYL-SN-GLYCERO-3-PHOSPHOCHOL, OXYGEN-MOLECULE, FERROCYTOCHROME-B5, PROTON","CPD-18171, WATER, FERRICYTOCHROME-B5",LEFT-TO-RIGHT
RXN-10811,UNK,False,"CO-A, WATER","3-5-ADP, PANTETHEINE-P, PROTON",
RXN-12338,UNK,False,CPD-6951,"EPOXYSQUALENE, WATER",RIGHT-TO-LEFT
RXN-719,PWY-699,False,"CPD-719, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-634, WATER, Ox-NADPH-Hemoprotein-Reductases",LEFT-TO-RIGHT
RXN-18381,PWY-7854,False,"CPD-9407, OXYGEN-MOLECULE","CPD-9408, HYDROGEN-PEROXIDE",LEFT-TO-RIGHT
RXN-12529,PWY-6841,False,"GLUTATHIONE, CPD-211","CPD-13498, GLY",LEFT-TO-RIGHT
H2NEOPTERINALDOL-RXN,PWY-3742,False,DIHYDRO-NEO-PTERIN,"GLYCOLALDEHYDE, AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE",LEFT-TO-RIGHT
RXN-9077,PWY-5784,False,"CPD-9568, WATER","CPD-9567, L-ASPARTATE",LEFT-TO-RIGHT
RXN-9588,PWY-5976,False,"CPD-1042, WATER","CPD-648, Glucopyranose",LEFT-TO-RIGHT
RXN-10700,PWY-735,False,"CPD-11525, ACETYL-COA","CPD-11524, CO-A",RIGHT-TO-LEFT
RXN-9824,PWY-6036,False,"CPD-10537, CPD-10542","PROTON, CPD-10540, UDP",LEFT-TO-RIGHT
RXN-743,PWY-861,True,"CPD-12575, CPD-648","PROTON, UDP, CPD-1042",LEFT-TO-RIGHT
2.3.1.143-RXN,PWY-5478,False,"1236-TETRAKIS-O-GALLOYL-BETA-D-GLUCOS, 1-O-GALLOYL-BETA-D-GLUCOSE","12346-PENTAKIS-O-GALLOYL-BETA-D-GLUC, Glucopyranose",LEFT-TO-RIGHT
RXN-9196,PWY-5843,True,"CPD-9771, ACETYL-COA","CPD-9772, CO-A",LEFT-TO-RIGHT
RXN-9121,PWY-5809,True,CPD-9618,CPD-9616,LEFT-TO-RIGHT
RXN-13445,PWY-7053,False,"CPD-14425, Donor-H2","CPD-14426, Acceptor",LEFT-TO-RIGHT
RXN-7405,PWY-4922,True,"PROTON, ACETYL-COA, MALONYL-COA, NADPH","6-HYDROXYMELLEIN, CO-A, CARBON-DIOXIDE, NADP, WATER",LEFT-TO-RIGHT
1.2.4.4-RXN,PWY-5046,False,"2-KETO-ISOVALERATE, BCAA-dehydrogenase-lipoyl, PROTON","BCAA-dehydrogenase-2MP-DH-lipoyl, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN-19977,PWY-5292,True,CPD-21550,CPD-21549,LEFT-TO-RIGHT
RXN-10696,PWY-735,False,"CPD-11517, OXYGEN-MOLECULE","CPD-11518, HYDROGEN-PEROXIDE",LEFT-TO-RIGHT
RXN-13472,PWY-7058,True,"CPD-8097, CPD-12575","CPD-14455, UDP, PROTON",LEFT-TO-RIGHT
RXN-20434,PWY18C3-1,False,"CPD-22131, NAD","CPD-22132, NADH, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN-4142,PWY-2501,False,"Fatty-Aldehydes, NAD, WATER","Fatty-Acids, NADH, PROTON",LEFT-TO-RIGHT
RXN-12611,UNK,False,"PROTON, AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP, CPD-13575, AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP, PROTON","PPI, CARBON-DIOXIDE, THIAMINE-P, THIAMINE-P, CARBON-DIOXIDE, PPI",
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN,PWY-6964,False,"Oxidized-ferredoxins, GLT","2-KETOGLUTARATE, GLN, Reduced-ferredoxins, PROTON",RIGHT-TO-LEFT
RXN-15346,UNK,False,CPD-16551,CPD-15895,LEFT-TO-RIGHT
2-METHYLACYL-COA-DEHYDROGENASE-RXN,ILEUDEG-PWY,False,"2-METHYL-BUTYRYL-COA, ETF-Oxidized, PROTON","CPD-1083, ETF-Reduced",LEFT-TO-RIGHT
RXN-14753,PWY-4,False,D-Galactopyranuronate,CPD-15633,LEFT-TO-RIGHT
